user,artist,sex,country
276,moonspell,m,Portugal
276,explosions in the sky,m,Portugal
276,god is an astronaut,m,Portugal
276,bring me the horizon,m,Portugal
276,the dillinger escape plan,m,Portugal
277,motörhead,m,Turkey
277,sentenced,m,Turkey
277,sodom,m,Turkey
277,comeback kid,m,Turkey
277,rise against,m,Turkey
277,alkaline trio,m,Turkey
277,daft punk,m,Turkey
277,she wants revenge,m,Turkey
277,katatonia,m,Turkey
277,paradise lost,m,Turkey
277,hatebreed,m,Turkey
277,nouvelle vague,m,Turkey
277,van halen,m,Turkey
277,dredg,m,Turkey
277,the haunted,m,Turkey
277,nile,m,Turkey
277,in flames,m,Turkey
277,ignite,m,Turkey
277,lagwagon,m,Turkey
277,dream theater,m,Turkey
277,soilwork,m,Turkey
278,sufjan stevens,m,United Kingdom
278,the beatles,m,United Kingdom
278,the knife,m,United Kingdom
278,the decemberists,m,United Kingdom
278,radiohead,m,United Kingdom
278,joanna newsom,m,United Kingdom
278,regina spektor,m,United Kingdom
278,of montreal,m,United Kingdom
278,final fantasy,m,United Kingdom
278,the arcade fire,m,United Kingdom
278,billie holiday,m,United Kingdom
278,the white stripes,m,United Kingdom
278,neutral milk hotel,m,United Kingdom
278,justice,m,United Kingdom
278,patrick wolf,m,United Kingdom
278,the smiths,m,United Kingdom
278,okkervil river,m,United Kingdom
278,thom yorke,m,United Kingdom
278,nirvana,m,United Kingdom
278,clap your hands say yeah,m,United Kingdom
278,kings of leon,m,United Kingdom
278,bob dylan,m,United Kingdom
278,bloc party,m,United Kingdom
278,stevie wonder,m,United Kingdom
278,manu chao,m,United Kingdom
278,architecture in helsinki,m,United Kingdom
278,josé gonzález,m,United Kingdom
278,belle and sebastian,m,United Kingdom
278,peter bjorn and john,m,United Kingdom
278,beirut,m,United Kingdom
278,david bowie,m,United Kingdom
278,death cab for cutie,m,United Kingdom
278,death from above 1979,m,United Kingdom
278,hot chip,m,United Kingdom
278,coldplay,m,United Kingdom
278,battles,m,United Kingdom
278,broken social scene,m,United Kingdom
278,deerhoof,m,United Kingdom
278,joni mitchell,m,United Kingdom
282,thursday,m,Chile
282,fugazi,m,Chile
282,converge,m,Chile
283,pink floyd,m,Poland
283,mike oldfield,m,Poland
283,ac/dc,m,Poland
283,vangelis,m,Poland
283,david bowie,m,Poland
283,king crimson,m,Poland
283,creedence clearwater revival,m,Poland
283,jethro tull,m,Poland
283,james brown,m,Poland
283,the doors,m,Poland
283,joy division,m,Poland
283,led zeppelin,m,Poland
283,dire straits,m,Poland
283,eric clapton,m,Poland
283,pearl jam,m,Poland
283,elvis presley,m,Poland
283,the police,m,Poland
283,thin lizzy,m,Poland
283,the zombies,m,Poland
283,genesis,m,Poland
283,motörhead,m,Poland
283,the jimi hendrix experience,m,Poland
283,michael jackson,m,Poland
283,foo fighters,m,Poland
283,cream,m,Poland
283,marillion,m,Poland
283,ray charles,m,Poland
283,eagles of death metal,m,Poland
283,queen,m,Poland
283,santana,m,Poland
283,eddie vedder,m,Poland
283,camel,m,Poland
283,r.e.m.,m,Poland
284,kanye west,m,Poland
284,bob marley,m,Poland
284,lil wayne,m,Poland
284,linkin park,m,Poland
284,30 seconds to mars,m,Poland
284,2pac,m,Poland
284,ice cube,m,Poland
284,bullet for my valentine,m,Poland
287,stone sour,m,Russian Federation
287,maroon 5,m,Russian Federation
287,the bravery,m,Russian Federation
287,my chemical romance,m,Russian Federation
287,placebo,m,Russian Federation
287,three days grace,m,Russian Federation
287,3 doors down,m,Russian Federation
287,30 seconds to mars,m,Russian Federation
287,the killers,m,Russian Federation
287,franz ferdinand,m,Russian Federation
287,soundtrack,m,Russian Federation
287,red hot chili peppers,m,Russian Federation
287,bowling for soup,m,Russian Federation
287,panic at the disco,m,Russian Federation
287,system of a down,m,Russian Federation
287,r.e.m.,m,Russian Federation
287,fall out boy,m,Russian Federation
287,hoobastank,m,Russian Federation
287,blink-182,m,Russian Federation
287,basshunter,m,Russian Federation
287,manic street preachers,m,Russian Federation
287,joshua radin,m,Russian Federation
287,arctic monkeys,m,Russian Federation
287,kaiser chiefs,m,Russian Federation
287,jet,m,Russian Federation
288,pink floyd,m,India
288,coldplay,m,India
288,the killers,m,India
288,black eyed peas,m,India
288,michael jackson,m,India
288,rammstein,m,India
288,switchfoot,m,India
288,pearl jam,m,India
288,radiohead,m,India
288,green day,m,India
288,linkin park,m,India
288,creed,m,India
290,cut copy,m,Argentina
290,digitalism,m,Argentina
290,boys noize,m,Argentina
290,devendra banhart,m,Argentina
290,daft punk,m,Argentina
290,hot chip,m,Argentina
290,m83,m,Argentina
290,feist,m,Argentina
290,justice,m,Argentina
290,four tet,m,Argentina
290,the chemical brothers,m,Argentina
290,snoop dogg,m,Argentina
290,cocorosie,m,Argentina
290,crystal castles,m,Argentina
290,lcd soundsystem,m,Argentina
290,junior boys,m,Argentina
290,deerhoof,m,Argentina
290,the presets,m,Argentina
290,air,m,Argentina
290,bloc party,m,Argentina
290,elliott smith,m,Argentina
290,dead can dance,m,Argentina
290,ratatat,m,Argentina
290,explosions in the sky,m,Argentina
290,simian mobile disco,m,Argentina
291,pavement,m,Japan
291,cake,m,Japan
291,the velvet underground,m,Japan
291,guided by voices,m,Japan
291,battles,m,Japan
291,modest mouse,m,Japan
291,mogwai,m,Japan
291,sonic youth,m,Japan
291,frank zappa,m,Japan
291,autechre,m,Japan
291,built to spill,m,Japan
291,radiohead,m,Japan
291,aphex twin,m,Japan
291,sigur rós,m,Japan
292,scar symmetry,m,Poland
292,michael jackson,m,Poland
292,the doors,m,Poland
292,motörhead,m,Poland
292,sepultura,m,Poland
292,megadeth,m,Poland
292,metallica,m,Poland
292,bob marley,m,Poland
292,tenacious d,m,Poland
292,black sabbath,m,Poland
292,deep purple,m,Poland
292,bob dylan,m,Poland
292,ac/dc,m,Poland
292,mogwai,m,Poland
292,pantera,m,Poland
292,buckethead,m,Poland
294,kelly clarkson,f,Canada
294,taylor swift,f,Canada
294,a fine frenzy,f,Canada
294,sara bareilles,f,Canada
294,colbie caillat,f,Canada
294,kanye west,f,Canada
294,lady gaga,f,Canada
294,amy macdonald,f,Canada
294,kt tunstall,f,Canada
294,katy perry,f,Canada
294,michael bublé,f,Canada
294,james blunt,f,Canada
294,paramore,f,Canada
294,norah jones,f,Canada
294,johnny cash,f,Canada
294,the veronicas,f,Canada
295,john mayer,f,Netherlands
295,gavin degraw,f,Netherlands
295,backstreet boys,f,Netherlands
295,arctic monkeys,f,Netherlands
295,leona lewis,f,Netherlands
295,panic at the disco,f,Netherlands
295,maria mena,f,Netherlands
295,katy perry,f,Netherlands
295,plain white ts,f,Netherlands
295,james morrison,f,Netherlands
295,lifehouse,f,Netherlands
295,paolo nutini,f,Netherlands
295,coldplay,f,Netherlands
295,goo goo dolls,f,Netherlands
295,jason mraz,f,Netherlands
295,pink,f,Netherlands
295,onerepublic,f,Netherlands
295,all time low,f,Netherlands
295,joshua radin,f,Netherlands
295,breaking benjamin,f,Netherlands
295,regina spektor,f,Netherlands
295,beyoncé,f,Netherlands
295,the fray,f,Netherlands
295,john legend,f,Netherlands
299,linkin park,m,Germany
299,devildriver,m,Germany
299,static-x,m,Germany
299,the prodigy,m,Germany
299,all shall perish,m,Germany
299,koЯn,m,Germany
299,heaven shall burn,m,Germany
299,caliban,m,Germany
299,soilwork,m,Germany
299,dark tranquillity,m,Germany
299,scar symmetry,m,Germany
299,die apokalyptischen reiter,m,Germany
299,sonic syndicate,m,Germany
299,all that remains,m,Germany
299,enter shikari,m,Germany
299,trivium,m,Germany
299,bring me the horizon,m,Germany
299,ill niño,m,Germany
299,machine head,m,Germany
299,limp bizkit,m,Germany
299,killswitch engage,m,Germany
299,parkway drive,m,Germany
299,tenacious d,m,Germany
299,amon amarth,m,Germany
299,lostprophets,m,Germany
299,3 doors down,m,Germany
299,chimaira,m,Germany
299,dimmu borgir,m,Germany
299,slipknot,m,Germany
300,the beatles,m,Japan
300,jefferson airplane,m,Japan
300,nirvana,m,Japan
300,my bloody valentine,m,Japan
300,dinosaur jr.,m,Japan
300,the who,m,Japan
300,duran duran,m,Japan
300,the police,m,Japan
300,john lennon,m,Japan
300,captain beefheart & his magic band,m,Japan
301,the specials,m,Poland
301,madness,m,Poland
301,flogging molly,m,Poland
301,gorillaz,m,Poland
301,coma,m,Poland
301,bob marley & the wailers,m,Poland
301,arctic monkeys,m,Poland
303,slayer,m,Spain
303,opeth,m,Spain
303,nick drake,m,Spain
303,porcupine tree,m,Spain
303,eagles of death metal,m,Spain
303,katatonia,m,Spain
303,pantera,m,Spain
303,mastodon,m,Spain
303,the jimi hendrix experience,m,Spain
303,mötley crüe,m,Spain
303,pink floyd,m,Spain
303,queens of the stone age,m,Spain
303,lamb of god,m,Spain
303,soundgarden,m,Spain
303,judas priest,m,Spain
303,turbonegro,m,Spain
303,yo la tengo,m,Spain
303,chimaira,m,Spain
303,deep purple,m,Spain
303,the dillinger escape plan,m,Spain
303,nine inch nails,m,Spain
303,black sabbath,m,Spain
303,gojira,m,Spain
303,strapping young lad,m,Spain
305,porcupine tree,m,Poland
305,red hot chili peppers,m,Poland
305,metallica,m,Poland
305,ac/dc,m,Poland
305,scorpions,m,Poland
305,system of a down,m,Poland
305,tenacious d,m,Poland
305,godsmack,m,Poland
305,linkin park,m,Poland
305,limp bizkit,m,Poland
305,switchfoot,m,Poland
305,t. rex,m,Poland
305,mark ronson,m,Poland
305,dio,m,Poland
305,arctic monkeys,m,Poland
305,elvis presley,m,Poland
305,senses fail,m,Poland
305,megadeth,m,Poland
305,audioslave,m,Poland
305,bob marley & the wailers,m,Poland
305,myslovitz,m,Poland
305,john lennon,m,Poland
305,eric clapton,m,Poland
305,nickelback,m,Poland
305,marilyn manson,m,Poland
305,slayer,m,Poland
305,kult,m,Poland
305,rob zombie,m,Poland
305,santana,m,Poland
305,judas priest,m,Poland
305,sex pistols,m,Poland
306,duffy,f,Sweden
306,the jesus and mary chain,f,Sweden
306,fleet foxes,f,Sweden
306,bon iver,f,Sweden
306,hercules and love affair,f,Sweden
306,the last shadow puppets,f,Sweden
306,kylie minogue,f,Sweden
306,antony and the johnsons,f,Sweden
306,amy winehouse,f,Sweden
306,cut copy,f,Sweden
306,the jam,f,Sweden
306,tom waits,f,Sweden
306,portishead,f,Sweden
306,röyksopp,f,Sweden
306,my bloody valentine,f,Sweden
306,manic street preachers,f,Sweden
306,the streets,f,Sweden
306,joy division,f,Sweden
306,animal collective,f,Sweden
307,arctic monkeys,m,Brazil
307,muse,m,Brazil
308,akon,m,United States
308,new found glory,m,United States
308,metallica,m,United States
308,eminem,m,United States
308,frou frou,m,United States
308,black eyed peas,m,United States
308,imogen heap,m,United States
308,justin timberlake,m,United States
308,flo rida,m,United States
308,common,m,United States
308,jay-z,m,United States
308,m83,m,United States
308,gym class heroes,m,United States
308,ludacris,m,United States
311,the shins,m,United States
311,pink floyd,m,United States
311,kamelot,m,United States
311,peter gabriel,m,United States
311,johann sebastian bach,m,United States
311,camera obscura,m,United States
311,coldplay,m,United States
311,dragonforce,m,United States
311,creedence clearwater revival,m,United States
311,john lennon,m,United States
311,van morrison,m,United States
312,animal collective,m,United Kingdom
312,sigur rós,m,United Kingdom
312,sufjan stevens,m,United Kingdom
312,the books,m,United Kingdom
312,múm,m,United Kingdom
312,the beatles,m,United Kingdom
312,radiohead,m,United Kingdom
312,brian eno,m,United Kingdom
312,broken social scene,m,United Kingdom
312,the arcade fire,m,United Kingdom
312,death cab for cutie,m,United Kingdom
312,joanna newsom,m,United Kingdom
312,bon iver,m,United Kingdom
312,the weakerthans,m,United Kingdom
312,andrew bird,m,United Kingdom
312,nick drake,m,United Kingdom
312,explosions in the sky,m,United Kingdom
312,the album leaf,m,United Kingdom
312,stars,m,United Kingdom
312,the flaming lips,m,United Kingdom
312,fleet foxes,m,United Kingdom
313,the blood brothers,m,Germany
313,beastie boys,m,Germany
313,turbonegro,m,Germany
313,beck,m,Germany
313,bright eyes,m,Germany
313,deichkind,m,Germany
313,the hives,m,Germany
313,the notwist,m,Germany
313,the weakerthans,m,Germany
313,refused,m,Germany
313,the get up kids,m,Germany
313,placebo,m,Germany
313,the doors,m,Germany
313,at the drive-in,m,Germany
313,the chemical brothers,m,Germany
314,arctic monkeys,m,Argentina
314,tool,m,Argentina
314,rage against the machine,m,Argentina
314,the killers,m,Argentina
314,linkin park,m,Argentina
314,ska-p,m,Argentina
314,black sabbath,m,Argentina
314,audioslave,m,Argentina
314,the mars volta,m,Argentina
314,led zeppelin,m,Argentina
314,sum 41,m,Argentina
314,the offspring,m,Argentina
314,pink floyd,m,Argentina
314,dream theater,m,Argentina
314,flyleaf,m,Argentina
314,bob marley,m,Argentina
314,metallica,m,Argentina
314,dido,m,Argentina
314,interpol,m,Argentina
314,the smashing pumpkins,m,Argentina
314,red hot chili peppers,m,Argentina
314,queen,m,Argentina
314,system of a down,m,Argentina
314,matisyahu,m,Argentina
314,green day,m,Argentina
316,devildriver,m,Bulgaria
316,godsmack,m,Bulgaria
316,sonata arctica,m,Bulgaria
316,bob marley,m,Bulgaria
316,dragonforce,m,Bulgaria
316,him,m,Bulgaria
316,mika,m,Bulgaria
317,wu-tang clan,m,France
319,david guetta,m,Germany
319,the fratellis,m,Germany
319,mando diao,m,Germany
319,daft punk,m,Germany
319,the prodigy,m,Germany
319,eminem,m,Germany
319,the wombats,m,Germany
319,the sounds,m,Germany
319,justice,m,Germany
319,stone sour,m,Germany
319,turbonegro,m,Germany
319,the ting tings,m,Germany
319,maxïmo park,m,Germany
319,bob marley,m,Germany
319,millencolin,m,Germany
319,foo fighters,m,Germany
319,calvin harris,m,Germany
319,clueso,m,Germany
319,the subways,m,Germany
319,cake,m,Germany
319,the pigeon detectives,m,Germany
319,kanye west,m,Germany
319,deichkind,m,Germany
319,system of a down,m,Germany
319,the hives,m,Germany
319,green day,m,Germany
319,the killers,m,Germany
319,kaiser chiefs,m,Germany
319,die Ärzte,m,Germany
319,robyn,m,Germany
320,duran duran,m,United States
320,the police,m,United States
320,from autumn to ashes,m,United States
320,circa survive,m,United States
320,thursday,m,United States
320,thrice,m,United States
320,tenacious d,m,United States
320,bring me the horizon,m,United States
320,story of the year,m,United States
320,the black dahlia murder,m,United States
320,parkway drive,m,United States
322,the beatles,m,United Kingdom
322,paul simon,m,United Kingdom
322,bob dylan,m,United Kingdom
322,frank sinatra,m,United Kingdom
322,david bowie,m,United Kingdom
322,the rolling stones,m,United Kingdom
322,simon & garfunkel,m,United Kingdom
322,bruce springsteen,m,United Kingdom
322,leonard cohen,m,United Kingdom
322,the pogues,m,United Kingdom
322,led zeppelin,m,United Kingdom
322,elvis presley,m,United Kingdom
322,the kinks,m,United Kingdom
323,biffy clyro,m,United Kingdom
323,manic street preachers,m,United Kingdom
323,girl talk,m,United Kingdom
323,phoenix,m,United Kingdom
323,linkin park,m,United Kingdom
323,the killers,m,United Kingdom
323,lily allen,m,United Kingdom
323,paramore,m,United Kingdom
323,muse,m,United Kingdom
323,the wombats,m,United Kingdom
323,oasis,m,United Kingdom
323,metallica,m,United Kingdom
323,36 crazyfists,m,United Kingdom
323,dashboard confessional,m,United Kingdom
323,fall out boy,m,United Kingdom
323,pearl jam,m,United Kingdom
323,wilco,m,United Kingdom
323,the prodigy,m,United Kingdom
323,m.i.a.,m,United Kingdom
323,44,m,United Kingdom
323,green day,m,United Kingdom
323,snow patrol,m,United Kingdom
324,tool,m,Portugal
324,a perfect circle,m,Portugal
324,system of a down,m,Portugal
324,metallica,m,Portugal
324,explosions in the sky,m,Portugal
324,sigur rós,m,Portugal
324,muse,m,Portugal
324,god is an astronaut,m,Portugal
324,pearl jam,m,Portugal
324,rage against the machine,m,Portugal
324,incubus,m,Portugal
324,radiohead,m,Portugal
325,bloc party,m,United Kingdom
325,led zeppelin,m,United Kingdom
325,ray charles,m,United Kingdom
325,aretha franklin,m,United Kingdom
325,elbow,m,United Kingdom
325,toto,m,United Kingdom
325,james brown,m,United Kingdom
325,basement jaxx,m,United Kingdom
325,the kooks,m,United Kingdom
327,slipknot,m,United Kingdom
327,avenged sevenfold,m,United Kingdom
327,system of a down,m,United Kingdom
327,atreyu,m,United Kingdom
327,linkin park,m,United Kingdom
327,koЯn,m,United Kingdom
327,limp bizkit,m,United Kingdom
327,disturbed,m,United Kingdom
327,metallica,m,United Kingdom
327,slayer,m,United Kingdom
327,children of bodom,m,United Kingdom
327,apocalyptica,m,United Kingdom
327,pantera,m,United Kingdom
327,escape the fate,m,United Kingdom
327,chevelle,m,United Kingdom
327,queens of the stone age,m,United Kingdom
327,papa roach,m,United Kingdom
327,billy talent,m,United Kingdom
327,mindless self indulgence,m,United Kingdom
327,my chemical romance,m,United Kingdom
327,placebo,m,United Kingdom
327,foo fighters,m,United Kingdom
327,36 crazyfists,m,United Kingdom
327,killswitch engage,m,United Kingdom
327,dimmu borgir,m,United Kingdom
327,breaking benjamin,m,United Kingdom
327,from first to last,m,United Kingdom
327,marilyn manson,m,United Kingdom
327,nine inch nails,m,United Kingdom
327,black sabbath,m,United Kingdom
329,the smiths,m,Portugal
329,the flaming lips,m,Portugal
329,david bowie,m,Portugal
329,ramones,m,Portugal
329,the beatles,m,Portugal
329,the beach boys,m,Portugal
329,nirvana,m,Portugal
329,talking heads,m,Portugal
329,leonard cohen,m,Portugal
329,radiohead,m,Portugal
329,beirut,m,Portugal
329,grizzly bear,m,Portugal
329,beck,m,Portugal
329,new order,m,Portugal
329,miles davis,m,Portugal
329,guided by voices,m,Portugal
329,serge gainsbourg,m,Portugal
329,tegan and sara,m,Portugal
329,lily allen,m,Portugal
